,pv_count,pv_ratio,visit_count,visitor_count,new_visitor_count,new_visitor_ratio,ip_count,avg_visit_time,avg_visit_pages,date,anno_number,disease_number,genedesc_number
488,4,0.03,2,2,0,0,2,591,2.0,2019-09-20,1482,228,753
489,3,0.02,1,1,0,0,1,1655,3.0,2019-09-13,1474,228,753
490,3,0.02,1,1,0,0,1,35,3.0,2019-10-15,1485,228,754
491,3,0.02,2,2,0,0,2,1406,1.5,2019-03-10,1283,228,703
492,3,0.02,1,1,0,0,1,2288,3.0,2020-02-17,1492,228,754
493,3,0.02,1,1,0,0,1,3037,3.0,2020-03-10,1493,228,754
494,3,0.02,1,1,0,0,1,245,3.0,2019-10-03,1485,228,753
495,3,0.02,3,1,0,0,1,82,1.0,2020-02-09,1489,228,754
496,3,0.02,1,1,0,0,1,922,3.0,2020-02-07,1489,228,754
497,3,0.02,1,1,0,0,1,104,3.0,2019-09-25,1485,228,753
498,2,0.01,2,1,0,0,1,2,1.0,2019-09-12,1474,228,753
499,2,0.01,1,1,0,0,1,--,2.0,2020-04-05,1499,228,754
500,2,0.01,1,1,0,0,1,31,2.0,2019-11-08,1485,228,754
501,2,0.01,1,1,0,0,1,170,2.0,2019-06-07,1364,228,729
502,2,0.01,1,1,0,0,1,18,2.0,2019-09-15,1474,228,753
503,2,0.01,2,2,0,0,2,120,1.0,2019-03-14,1283,228,703
504,2,0.01,2,2,0,0,2,120,1.0,2019-12-29,1486,228,754
505,2,0.01,1,1,0,0,1,761,2.0,2019-06-03,1360,228,729
506,2,0.01,1,1,0,0,1,8,2.0,2019-10-25,1485,228,754
507,1,0.01,1,1,0,0,1,120,1.0,2020-03-24,1499,228,754
508,1,0.01,1,1,0,0,1,16,1.0,2020-02-18,1492,228,754
509,1,0.01,1,1,0,0,1,7,1.0,2019-07-28,1390,228,739
510,1,0.01,1,1,0,0,1,120,1.0,2020-03-04,1493,228,754
511,1,0.01,1,1,0,0,1,120,1.0,2020-02-15,1492,228,754
512,1,0.01,1,1,0,0,1,120,1.0,2020-01-04,1488,228,754
513,1,0.01,1,1,0,0,1,120,1.0,2019-05-02,1349,228,717
514,1,0.01,1,1,0,0,1,120,1.0,2019-03-17,1283,228,703
515,1,0.01,1,1,0,0,1,1,1.0,2019-04-30,1349,228,717
516,1,0.01,1,1,0,0,1,120,1.0,2019-05-13,1358,228,719
517,1,0.01,1,1,0,0,1,120,1.0,2019-08-04,1459,228,739
518,1,0.01,1,1,0,0,1,6,1.0,2019-08-02,1454,228,739
519,1,0.01,1,1,0,0,1,120,1.0,2019-11-17,1486,228,754
520,1,0.01,1,1,0,0,1,120,1.0,2019-03-21,1283,228,703
521,1,0.01,1,1,0,0,1,120,1.0,2020-03-29,1499,228,754
522,1,0.01,1,1,0,0,1,4,1.0,2019-07-16,1389,228,738
523,1,0.01,1,1,0,0,1,120,1.0,2019-03-28,1288,228,703
524,1,0.01,1,1,0,0,1,351,1.0,2020-02-02,1489,228,754
525,1,0.01,1,1,0,0,1,21,1.0,2019-05-21,1358,228,720
